Nb2SeF14        Nb Se F   2  1 14
PbICl           Cl Pb I   1  1  1
Eu(SiRu)2       Ru Si Eu  2  2  1
SrNiGe2         Ge Ni Sr  2  1  1
YbBO3           O  B  Yb  3  1  1
Tb4CdRh         Cd Tb Rh  1  4  1
TmNiBi          Bi Ni Tm  1  1  1
PrCuGe2         Ge Pr Cu  2  1  1
Ba(DyTe2)2      Ba Dy Te  1  2  4
Pr2Mo4O15       O  Mo Pr 15  4  2
BaWO4           O  Ba W   4  1  1
TiSiRu          Ru Ti Si  1  1  1
Li4ZrGe2        Ge Zr Li  2  1  4
TiSiRh          Ti Rh Si  1  1  1
LaSmI4          La I  Sm  1  4  1
GdNiB4          Gd Ni B   1  1  4
NbTeCl9         Nb Te Cl  1  1  9
RbSmTe2         Te Rb Sm  2  1  1
La(FeSb3)4      La Fe Sb  1  4 12
CaV4O9          O  Ca V   9  1  4
TlFeI3          Tl Fe I   1  1  3
TaGaNi2         Ta Ni Ga  1  2  1
Nb5(SiCu)4      Nb Cu Si  5  4  4
SrLiBi          Li Bi Sr  1  1  1
H2Pb3O4         O  H  Pb  4  2  3
Mg(BC)2         Mg B  C   1  2  2
Ni10SnP3        Sn Ni P   1 10  3
Cd2P3I          Cd I  P   2  1  3
AlTlS2          S  Tl Al  2  1  1
NbSiIr          Nb Ir Si  1  1  1
Y5(MoO6)2       O  Mo Y  12  2  5
Nd4(SBr2)3      S  Br Nd  3  6  4
TcOF4           O  F  Tc  1  4  1
La2Mo2O7        O  La Mo  7  2  2
Dy2Sn2O7        O  Sn Dy  7  2  2
Gd2InGe2        Ge Gd In  2  2  1
CeInCu          In Ce Cu  1  1  1
K2Ni12As7       As K  Ni  7  2 12
Na3NiF6         F  Na Ni  6  3  1
Eu(PRh)2        P  Rh Eu  2  2  1
Nd2SeO2         O  Se Nd  2  1  2
Li2Si2O5        O  Li Si  5  2  2
Sr(InAu)2       In Sr Au  2  1  2
Sr(InAu)3       In Sr Au  3  1  3
Sm3(Ge2Ru)2     Ge Ru Sm  4  2  3
CsAgSe4         Se Ag Cs  4  1  1
Ho3(SiCu)4      Ho Cu Si  3  4  4
K4GeSe4         Ge Se K   1  4  4
SrCu9Ge4        Ge Cu Sr  4  9  1
ErInCu2         In Er Cu  1  1  2
Y3Si3Pd2        Pd Si Y   2  3  3
TlGaI4          Tl I  Ga  1  4  1
Tl7(Ag18Te11)2  Tl Te Ag  7 22 36
Li3VF6          F  Li V   6  3  1
KCaBi           Bi K  Ca  1  1  1
Bi2Rh3S2        S  Bi Rh  2  2  3
K(OsO3)2        O  K  Os  6  1  2
BaAlH5          Ba H  Al  1  5  1
Ce2Al2Co15      Ce Co Al  2 15  2
La10C4I15       La I  C  10 15  4
Ag2Ge2O5        Ge O  Ag  2  5  2
Ga3PO7          O  Ga P   7  3  1
CeP2O7          O  Ce P   7  1  2
Ca3CrN3         Cr Ca N   1  3  3
CsTeSe3         Se Te Cs  3  1  1
Ta2V4Si5        Ta Si V   2  5  4
DyGePt          Ge Dy Pt  1  1  1
YPbAu           Pb Au Y   1  1  1
Al10Ge2O19      Ge O  Al  2 19 10
Rb2NbCl6        Nb Rb Cl  1  2  6
ErTlPd          Tl Er Pd  1  1  1
Nd2Co7B3        Co Nd B   7  2  3
Li7VN4          Li V  N   7  1  4
Dy(MnSi)2       Mn Dy Si  2  1  2
RbCrF6          Cr F  Rb  1  6  1
Rb3AsSe16       As Se Rb  1 16  3
La2SO6          S  O  La  1  6  2
Cd7(P2Cl3)2     Cd Cl P   7  6  4
Li2PdO2         O  Li Pd  2  2  1
Bi4Te7Pb        Pb Bi Te  1  4  7
Mo2P2O11        O  Mo P  11  2  2
Mo3S7Cl4        S  Cl Mo  7  4  3
Mg(FeGe)6       Ge Fe Mg  6  6  1
Bi2Ir2O7        O  Bi Ir  7  2  2
Cs3BiO3         O  Bi Cs  3  1  3
BaNbO3          Ba Nb O   1  1  3
Yb(Fe2Ge)2      Ge Fe Yb  2  4  1
TbGeRh          Ge Tb Rh  1  1  1
La3(TaN3)2      Ta La N   2  3  6
LiNO3           O  Li N   3  1  1
Dy2GeO5         Ge O  Dy  1  5  2
RbSO3           S  O  Rb  1  3  1
Mg2SnO4         O  Sn Mg  4  1  2
TbGeRu          Ge Tb Ru  1  1  1
AlAuO2          O  Al Au  2  1  1
CaInCu4         In Ca Cu  1  1  4
La23Mg4Ni7      Mg Ni La  4  7 23
Rb2GeF6         Ge F  Rb  1  6  2
BaTi2O5         Ba O  Ti  1  5  2
TbCuGe          Ge Tb Cu  1  1  1
Er17(TeRu2)3    Er Te Ru 17  3  6
NaSn2Cl5        Cl Sn Na  5  2  1
NbP2O7          O  Nb P   7  1  2
Ba3Al3Ga2       Ba Al Ga  3  3  2
Ba4Br6O         O  Ba Br  1  4  6
ReTeS           S  Re Te  1  1  1
Gd2Mo2O7        Gd O  Mo  2  7  2
Y3ReO8          O  Re Y   8  1  3
Nd(MnSn)6       Mn Sn Nd  6  6  1
Ti(ClO4)4       O  Cl Ti 16  4  1
Ti2GeC          Ge Ti C   1  2  1
CsCu2F5         F  Cu Cs  5  2  1
CsCu2F6         F  Cu Cs  6  2  1
Yb(SiRu)2       Ru Yb Si  2  1  2
CsTiBr3         Br Ti Cs  3  1  1
Ca4In2N         In Ca N   2  4  1
Ta2Ni3Se8       Ta Se Ni  2  8  3
Eu3(B3Rh4)2     Rh B  Eu  8  6  3
CaIn2Ir         In Ca Ir  2  1  1
LaCO            O  La C   1  1  1
RbHoO2          O  Ho Rb  2  1  1
NaSiAu3         Na Si Au  1  1  3
K(WCl3)3        Cl W  K   9  3  1
NdGaO3          O  Nd Ga  3  1  1
LaAuO3          O  La Au  3  1  1
Rb2LiSn4        Sn Li Rb  4  1  2
Lu4Mo4O11       O  Mo Lu 11  4  4
K2GeTe4         Ge K  Te  1  2  4
RbTiS2          S  Rb Ti  2  1  1
Ca(SiNi)2       Ca Ni Si  1  2  2
K3WF6           F  W  K   6  1  3
V3(Bi3O8)2      O  Bi V  16  6  3
Mn3SiIr         Mn Ir Si  3  1  1
TbCuSe2         Tb Se Cu  1  2  1
Ag5SbS4         S  Sb Ag  4  1  5
K2ZrF6          Zr F  K   1  6  2
Eu(Sb3Os)4      Sb Os Eu 12  4  1
YbTlPd          Tl Pd Yb  1  1  1
La5Sn3Br        La Sn Br  5  3  1
HfNiSn          Hf Sn Ni  1  1  1
Sb2Cl5F4        F  Sb Cl  4  2  5
CeP5O14         O  Ce P  14  1  5
KFeBr3          Br Fe K   3  1  1
Hg(CN)2         Hg C  N   1  2  2
Ta6Be15Cu8      Ta Be Cu  6 15  8
YbCo3B2         Co B  Yb  3  2  1
ZrSbRu          Zr Sb Ru  1  1  1
Ca6Al7O16       O  Ca Al 16  6  7
Cd2P3Br         Cd Br P   2  1  3
HgPSe3          Hg Se P   1  3  1
TlIn5S6         S  Tl In  6  1  5
TlIn5S7         S  Tl In  7  1  5
LiCeO2          O  Ce Li  2  1  1
MnBiO3          O  Mn Bi  3  1  1
LuNbO4          O  Nb Lu  4  1  1
Pr2Fe14B        Fe Pr B  14  2  1
RbPrS2          S  Pr Rb  2  1  1
Na6Sn2S7        S  Sn Na  7  2  6
Sc3Si3Ni2       Ni Sc Si  2  3  3
GaAgSe2         Se Ga Ag  2  1  1
YIn2Ni9         In Ni Y   2  9  1
Li(MoO3)3       O  Mo Li  9  3  1
Cs3LiF4         F  Li Cs  4  1  3
Ce(SO4)2        S  O  Ce  2  8  1
W2NCl8          Cl W  N   8  2  1
W2NCl9          Cl W  N   9  2  1
CeInAu2         In Ce Au  1  1  2
RbPdF3          F  Rb Pd  3  1  1
TiNiSb          Sb Ni Ti  1  1  1
V3(HO4)2        O  H  V   8  2  3
TiNiSn          Sn Ni Ti  1  1  1
Er3AlC          Er Al C   3  1  1
Mg32Al36Ag13    Mg Al Ag 32 36 13
NaPrO2          Na O  Pr  1  2  1
Si2CN4          C  Si N   1  2  4
AlFe2Ni         Fe Ni Al  2  1  1
KNb5O13         O  Nb K  13  5  1
DyAgSn          Sn Dy Ag  1  1  1
La(NiSn)2       La Sn Ni  1  2  2
TbNiSn          Tb Sn Ni  1  1  1
NdCu9Sn4        Sn Nd Cu  4  1  9
Cs2GeTe4        Ge Te Cs  1  4  2
K4SnSe4         Sn K  Se  1  4  4
TbAlPd          Tb Al Pd  1  1  1
Nd(Al4Co)2      Co Nd Al  2  1  8
Rb2MoS4         S  Mo Rb  4  1  2
Gd2CdPd2        Gd Cd Pd  2  1  2
SmSi2Rh3        Sm Rh Si  1  3  2
Er4Ga16Co3      Co Er Ga  3  4 16
Sc3AlC          Sc C  Al  3  1  1
Cs3Sc2Cl9       Cl Sc Cs  9  2  3
CaInBr3         In Br Ca  1  3  1
Al2(WO4)3       O  W  Al 12  3  2
GdPPt           Gd Pt P   1  1  1
HoInCu          In Ho Cu  1  1  1
Si(Cu4Se3)2     Se Cu Si  6  8  1
CrBrO           Cr O  Br  1  1  1
ErSbPd          Sb Er Pd  1  1  1
Ti4Fe2O         O  Fe Ti  1  2  4
Pr4S3N2         S  Pr N   3  4  2
ErSbPt          Sb Er Pt  1  1  1
HfSiS           Hf S  Si  1  1  1
Cs2Pd3Se4       Se Pd Cs  4  3  2
Rb2ZnBr4        Br Rb Zn  4  2  1
Si2P2Pt         Pt Si P   1  2  2
TiGaRh          Rh Ti Ga  1  1  1
Ba(AlGe)2       Ge Ba Al  2  1  2
Dy(CoGe)2       Ge Dy Co  2  1  2
GaGeTe          Ge Te Ga  1  1  1
Yb2Cu2O5        O  Cu Yb  5  2  2
SmNiAs          As Ni Sm  1  1  1
TlAgTe2         Tl Te Ag  1  2  1
Ta11(FeSe4)2    Ta Fe Se 11  2  8
Na3TlO2         O  Tl Na  2  1  3
