32.000 52.000 47.000 1.000 6.000 8.000 2.010 2.100 1.930 216.000
82.000 8.000 74.000 1.000 4.000 1.000 2.330 3.440 2.360 14.000
52.000 35.000 29.000 1.000 1.000 1.000 2.100 2.960 1.900 141.000
53.000 26.000 8.000 3.000 1.000 9.000 2.660 1.830 3.440 173.000
48.000 8.000 7.000 1.000 6.000 2.000 1.690 3.440 3.040 29.000
16.000 14.000 26.000 4.000 1.000 2.000 2.580 1.900 1.830 62.000
16.000 32.000 26.000 4.000 1.000 2.000 2.580 2.010 1.830 62.000
8.000 47.000 7.000 3.000 1.000 1.000 3.440 1.930 3.040 161.000
25.000 34.000 31.000 1.000 4.000 2.000 1.550 2.550 1.810 82.000
24.000 16.000 15.000 1.000 4.000 1.000 1.660 2.580 2.190 12.000
32.000 34.000 78.000 1.000 1.000 1.000 2.010 2.550 2.280 29.000
16.000 50.000 29.000 4.000 1.000 4.000 2.580 1.960 1.900 62.000
14.000 27.000 8.000 1.000 2.000 4.000 1.900 1.880 3.440 227.000
25.000 8.000 17.000 8.000 10.000 3.000 1.550 3.440 3.160 139.000
15.000 16.000 47.000 2.000 7.000 4.000 2.190 2.580 1.930 15.000
6.000 76.000 8.000 12.000 3.000 12.000 2.550 2.200 3.440 14.000
41.000 8.000 7.000 1.000 1.000 1.000 1.600 3.440 3.040 14.000
73.000 8.000 7.000 1.000 1.000 1.000 1.500 3.440 3.040 14.000
16.000 14.000 47.000 6.000 1.000 8.000 2.580 1.900 1.930 33.000
82.000 41.000 8.000 1.000 2.000 6.000 2.330 1.600 3.440 36.000
24.000 8.000 15.000 2.000 18.000 6.000 1.660 3.440 2.190 14.000
15.000 8.000 29.000 2.000 8.000 3.000 2.190 3.440 1.900 2.000
44.000 6.000 8.000 3.000 12.000 12.000 2.200 2.550 3.440 14.000
15.000 8.000 29.000 2.000 10.000 5.000 2.190 3.440 1.900 2.000
14.000 8.000 47.000 2.000 7.000 6.000 1.900 3.440 1.930 13.000
16.000 26.000 50.000 4.000 2.000 1.000 2.580 1.830 1.960 88.000
80.000 8.000 17.000 6.000 4.000 4.000 2.000 3.440 3.160 14.000
53.000 8.000 48.000 2.000 6.000 1.000 2.660 3.440 1.690 19.000
15.000 16.000 30.000 6.000 18.000 4.000 2.190 2.580 1.650 12.000
15.000 8.000 47.000 1.000 4.000 3.000 2.190 3.440 1.930 218.000
27.000 13.000 8.000 1.000 2.000 4.000 1.880 1.610 3.440 227.000
53.000 52.000 79.000 1.000 1.000 1.000 2.660 2.100 2.540 14.000
15.000 8.000 29.000 2.000 9.000 4.000 2.190 3.440 1.900 2.000
21.000 15.000 8.000 4.000 12.000 36.000 1.360 2.190 3.440 220.000
15.000 25.000 8.000 3.000 1.000 9.000 2.190 1.550 3.440 56.000
15.000 34.000 47.000 2.000 6.000 4.000 2.190 2.550 1.930 19.000
39.000 34.000 9.000 1.000 1.000 1.000 1.220 2.550 3.980 11.000
16.000 83.000 29.000 10.000 5.000 4.000 2.580 2.020 1.900 12.000
14.000 30.000 8.000 1.000 1.000 3.000 1.900 1.650 3.440 15.000
39.000 8.000 9.000 7.000 6.000 9.000 1.220 3.440 3.980 39.000
49.000 8.000 23.000 2.000 5.000 1.000 1.780 3.440 1.630 62.000
5.000 26.000 8.000 1.000 3.000 6.000 2.040 1.830 3.440 62.000
15.000 8.000 40.000 2.000 9.000 2.000 2.190 3.440 1.330 64.000
17.000 8.000 23.000 1.000 1.000 1.000 3.160 3.440 1.630 59.000
24.000 6.000 8.000 1.000 6.000 6.000 1.660 2.550 3.440 62.000
39.000 8.000 31.000 1.000 3.000 1.000 1.220 3.440 1.810 185.000
28.000 5.000 8.000 3.000 2.000 6.000 1.910 2.040 3.440 58.000
82.000 8.000 22.000 1.000 7.000 3.000 2.330 3.440 1.540 11.000
8.000 74.000 13.000 12.000 3.000 2.000 3.440 2.360 1.610 60.000
28.000 14.000 8.000 2.000 1.000 4.000 1.910 1.900 3.440 227.000
80.000 8.000 17.000 3.000 2.000 2.000 2.000 3.440 3.160 14.000
8.000 74.000 50.000 4.000 1.000 1.000 3.440 2.360 1.960 52.000
8.000 29.000 49.000 5.000 2.000 2.000 3.440 1.900 1.780 33.000
53.000 8.000 29.000 2.000 6.000 1.000 2.660 3.440 1.900 11.000
81.000 8.000 46.000 1.000 4.000 3.000 1.620 3.440 2.200 225.000
82.000 8.000 46.000 1.000 2.000 1.000 2.330 3.440 2.200 74.000
16.000 31.000 48.000 4.000 2.000 1.000 2.580 1.810 1.690 82.000
34.000 31.000 48.000 4.000 2.000 1.000 2.550 1.810 1.690 82.000
51.000 8.000 23.000 2.000 5.000 1.000 2.050 3.440 1.630 15.000
15.000 16.000 46.000 1.000 1.000 1.000 2.190 2.580 2.200 60.000
34.000 47.000 31.000 6.000 9.000 1.000 2.550 1.930 1.810 198.000
33.000 34.000 47.000 1.000 3.000 3.000 2.180 2.550 1.930 161.000
82.000 16.000 40.000 1.000 3.000 1.000 2.330 2.580 1.330 62.000
15.000 16.000 80.000 2.000 7.000 2.000 2.190 2.580 2.000 5.000
15.000 16.000 80.000 2.000 6.000 2.000 2.190 2.580 2.000 2.000
15.000 80.000 34.000 2.000 2.000 6.000 2.190 2.000 2.550 15.000
6.000 77.000 8.000 12.000 4.000 12.000 2.550 2.200 3.440 143.000
82.000 25.000 8.000 3.000 7.000 15.000 2.330 1.550 3.440 36.000
39.000 16.000 9.000 1.000 1.000 1.000 1.220 2.580 3.980 194.000
42.000 83.000 8.000 3.000 2.000 12.000 2.160 2.020 3.440 14.000
13.000 8.000 22.000 2.000 5.000 1.000 1.610 3.440 1.540 63.000
15.000 34.000 29.000 1.000 4.000 3.000 2.190 2.550 1.900 31.000
26.000 8.000 9.000 1.000 1.000 1.000 1.830 3.440 3.980 136.000
79.000 34.000 35.000 1.000 1.000 1.000 2.540 2.550 2.960 62.000
6.000 26.000 8.000 12.000 3.000 12.000 2.550 1.830 3.440 14.000
6.000 27.000 8.000 12.000 4.000 12.000 2.550 1.880 3.440 56.000
6.000 45.000 8.000 20.000 8.000 19.000 2.550 2.280 3.440 2.000
24.000 8.000 17.000 1.000 1.000 1.000 1.660 3.440 3.160 59.000
39.000 13.000 8.000 1.000 1.000 3.000 1.220 1.610 3.440 62.000
49.000 8.000 48.000 2.000 4.000 1.000 1.780 3.440 1.690 227.000
81.000 8.000 73.000 1.000 3.000 1.000 1.620 3.440 1.500 227.000
8.000 74.000 13.000 4.000 1.000 1.000 3.440 2.360 1.610 12.000
44.000 83.000 8.000 3.000 3.000 11.000 2.200 2.020 3.440 201.000
15.000 8.000 48.000 2.000 6.000 1.000 2.190 3.440 1.690 61.000
15.000 26.000 8.000 1.000 1.000 4.000 2.190 1.830 3.440 152.000
28.000 8.000 15.000 3.000 8.000 2.000 1.910 3.440 2.190 14.000
15.000 80.000 8.000 2.000 3.000 8.000 2.190 2.000 3.440 14.000
15.000 25.000 8.000 4.000 1.000 11.000 2.190 1.550 3.440 14.000
42.000 8.000 17.000 1.000 1.000 3.000 2.160 3.440 3.160 14.000
32.000 25.000 8.000 1.000 1.000 3.000 2.010 1.550 3.440 61.000
6.000 26.000 8.000 9.000 2.000 9.000 2.550 1.830 3.440 176.000
76.000 8.000 9.000 1.000 2.000 2.000 2.200 3.440 3.980 218.000
8.000 31.000 22.000 5.000 2.000 1.000 3.440 1.810 1.540 63.000
81.000 8.000 22.000 2.000 3.000 1.000 1.620 3.440 1.540 62.000
81.000 8.000 23.000 1.000 3.000 1.000 1.620 3.440 1.630 57.000
82.000 8.000 23.000 1.000 6.000 2.000 2.330 3.440 1.630 62.000
5.000 8.000 25.000 4.000 7.000 1.000 2.040 3.440 1.550 61.000
6.000 8.000 29.000 1.000 3.000 1.000 2.550 3.440 1.900 8.000
15.000 26.000 8.000 2.000 3.000 8.000 2.190 1.830 3.440 14.000
15.000 27.000 8.000 2.000 3.000 8.000 2.190 1.880 3.440 14.000
