  A-1  2 
  A21/d11  14 
  B-1  2 
  B121/c1  3 
  B121/d1  3 
  B121/m1  11 
  B1211  4 
  B1a1  7 
  C-1  2 
  C-4m21  113  
  C1  1 
  C112/m  10 
  C1121/d  14 
  C4221  90 
  Ccm21  36 
  F-1  2 
  F1  1 
  F12/d1  15 
  F12/m1   12 
  F4/mmm  139 
  F41/ddm  141 
  I-1  2 
  I1  1 
  I41/aZ1  88 
  P121/c1  14 
  P21mn  31 
  P21nm  31 
  Pn21m  31 
  Pnm21 31 
