1643	P n m a	(Cr0.98 Ni0.02) As	MnP	Structural and magnetic properties of Cr1-t Nit As, Mn1-t Nit As and Fe1-t Nit As	Andreassen Delphin, I.L.;  Selte, K.;  Kjekshus, A.;  Andresen, A.F.	Acta Chemica Scandinavica, Series A: (28,1974-) (1978) 32, (2) p179-p185
1644	P n m a	(Cr0.95 Ni0.05) As	MnP	Structural and magnetic properties of Cr1-t Nit As, Mn1-t Nit As and Fe1-t Nit As	Andreassen Delphin, I.L.;  Selte, K.;  Kjekshus, A.;  Andresen, A.F.	Acta Chemica Scandinavica, Series A: (28,1974-) (1978) 32, (2) p179-p185
1645	P n m a	(Cr0.95 Ni0.05) As	MnP	Structural and magnetic properties of Cr1-t Nit As, Mn1-t Nit As and Fe1-t Nit As	Andreassen Delphin, I.L.;  Selte, K.;  Kjekshus, A.;  Andresen, A.F.	Acta Chemica Scandinavica, Series A: (28,1974-) (1978) 32, (2) p179-p185
1646	P n m a	(Cr0.95 Ni0.05) As	MnP	Structural and magnetic properties of Cr1-t Nit As, Mn1-t Nit As and Fe1-t Nit As	Andreassen Delphin, I.L.;  Selte, K.;  Kjekshus, A.;  Andresen, A.F.	Acta Chemica Scandinavica, Series A: (28,1974-) (1978) 32, (2) p179-p185
1647	P n m a	(Cr0.9 Ni0.1) As	MnP	Structural and magnetic properties of Cr1-t Nit As, Mn1-t Nit As and Fe1-t Nit As	Andreassen Delphin, I.L.;  Selte, K.;  Kjekshus, A.;  Andresen, A.F.	Acta Chemica Scandinavica, Series A: (28,1974-) (1978) 32, (2) p179-p185
1648	P n m a	(Cr0.9 Ni0.1) As	MnP	Structural and magnetic properties of Cr1-t Nit As, Mn1-t Nit As and Fe1-t Nit As	Andreassen Delphin, I.L.;  Selte, K.;  Kjekshus, A.;  Andresen, A.F.	Acta Chemica Scandinavica, Series A: (28,1974-) (1978) 32, (2) p179-p185
1649	P n m a	(Mn0.95 Ni0.05) As	MnP	Structural and magnetic properties of Cr1-t Nit As, Mn1-t Nit As and Fe1-t Nit As	Andreassen Delphin, I.L.;  Selte, K.;  Kjekshus, A.;  Andresen, A.F.	Acta Chemica Scandinavica, Series A: (28,1974-) (1978) 32, (2) p179-p185
1650	P n m a	(Mn0.95 Ni0.05) As	MnP	Structural and magnetic properties of Cr1-t Nit As, Mn1-t Nit As and Fe1-t Nit As	Andreassen Delphin, I.L.;  Selte, K.;  Kjekshus, A.;  Andresen, A.F.	Acta Chemica Scandinavica, Series A: (28,1974-) (1978) 32, (2) p179-p185
1651	P n m a	(Mn0.95 Ni0.05) As	MnP	Structural and magnetic properties of Cr1-t Nit As, Mn1-t Nit As and Fe1-t Nit As	Andreassen Delphin, I.L.;  Selte, K.;  Kjekshus, A.;  Andresen, A.F.	Acta Chemica Scandinavica, Series A: (28,1974-) (1978) 32, (2) p179-p185
2242	I -4 3 m	La6 Ni6 P17	La6Ni6P17	The synthesis and crystal structure of the polyphosphides La6 Ni6 P17, Ce6 Ni6 P17 and Pr6 Ni6 P17	Braun, D.J.;  Jeitschko, W.	Acta Crystallographica B (24,1968-38,1982) (1978) 34,  p2069-p2074
2243	I -4 3 m	Ce6 Ni6 P17	La6Ni6P17	The synthesis and crystal structure of the polyphosphides La6 Ni6 P17, Ce6 Ni6 P17 and Pr6 Ni6 P17	Braun, D.J.;  Jeitschko, W.	Acta Crystallographica B (24,1968-38,1982) (1978) 34,  p2069-p2074
2386	P 4/n m m Z	Ti Cu D0.9		Neutron powder diffraction study of titanium copper deuteride Ti Cu D0.90	Santoro, A.;  Maeland, A.;  Rush, J.J.	Acta Crystallographica B (24,1968-38,1982) (1978) 34,  p3059-p3062
2734	I 4/m m m	Li Cu2 P2	ThCr2Si2	Die Kristallstrukturen des Li Cu2 P2 und des Li1.75 Cu1.25 P2	Schlenger, H.;  Jacobs, H.	Acta Crystallographica B (24,1968-38,1982) (1972) 28,  p327-p327
8221	P n m a	Mg Cu P	TiNiSi-MgSrSi	Darstellung und Struktur der Verbindungen Mg Cu P, Ba Cu P (As) und Ba Ag P (As)	Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1979) 34,  p1373-p1376
8278	P 63/m m c	Ba Ag As	ZrBeSi	Darstellung und Struktur der Verbindungen Mg Cu P, Ba Cu P (As) und Ba Ag P (As)	Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1979) 34,  p1373-p1376
9792	P n n m	(Fe.50 Ni.50) As2	Marcasite-FeS2(oP6)	Compounds with the marcasite type crystal structure. XIII. structural and magnetic properties of Crt Fe1-t As2, Crt Fe1-t Sb2, Fe1-t Nit As2 and Fe1-t Nit Sb2	Kjekshus, A.;  Peterzens, P.G.;  Rakke, T.;  Andresen, A.F.	Acta Chemica Scandinavica, Series A: (28,1974-) (1979) 33,  p469-p480
10010	C m c m	Na2 Ag Sb	AlCe	Darstellung und Kristallstruktur des Na2 Ag Sb	Schuster, H.U.;  Mues, C.;  Jung, W.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1979) 34,  p354-p355
10016	P -6 2 m	Ca Ag P	ZrNiAl-Fe2P	Ca Ag P und Ca Ag As - zwei Verbindungen mit Fe2P-Struktur	Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1979) 34,  p14-p17
10017	P -6 2 m	Ca Ag As	ZrNiAl-Fe2P	Ca Ag P und Ca Ag As - zwei Verbindungen mit Fe2P-Struktur	Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1979) 34,  p14-p17
10454	P 4/n m m S	Bi2 Ca Mn	ZrCuSiAs-CuHfSi2	Zur Darstellung und Struktur von Ca Mn Bi2	Brechtel, E.;  Cordier, G.;  Schaefer, H.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p1-p3
10460	I 4/m m m	Ca Cu1.75 P2	ThCr2Si2	Ternaere Phosphide mit Th Cr2 Si2 -Struktur	Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p141-p145
10461	I 4/m m m	Ca Ni2 P2	ThCr2Si2	Ternaere Phosphide mit Th Cr2 Si2 -Struktur	Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p141-p145
10464	I 4/m m m	Sr Cu1.75 P2	ThCr2Si2	Ternaere Phosphide mit Th Cr2 Si2 -Struktur	Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p141-p145
10465	I 4/m m m	Eu Cu1.75 P2	ThCr2Si2	Ternaere Phosphide mit Th Cr2 Si2 -Struktur	Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p141-p145
10469	I 4/m m m	Ba Mn2 P2	BaZn2P2	Ternaere Phosphide mit Th Cr2 Si2 -Struktur	Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p141-p145
12163	R -3 m H	K3 Cu3 P2	K3Cu2P2	Darstellung und Kristallstruktur von K3 Cu3 P2	Savelsberg, G.;  Schaefer, H.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1978) 33,  p590-p592
15135	P -6 2 m	Ni Co P	ZrNiAl-Fe2P	La selectivite des substitutions dans les phases MM&#39;P etude de l&#39;ordre par diffraction neutronique dans Ni Co P	Senateur, J.P.;  Rouault, A.;  l&#39;Heritier, P.;  Krumbuegel-Nyland, A.;  Fruchart, R.;  Fruchart, D.;  Convert, P.;  Roudaut, E.	Materials Research Bulletin (1973) 8,  p229-p238
15258	I 4/m m m	Eu Ni2 P2	ThCr2Si2	Lanthanoid-Nickel-Phosphides with Th Cr2 Si2-Type structure	Jeitschko, W.;  Jaberg, B.	Journal of Solid State Chemistry (1980) 35,  p312-p317
15584	C m c m	K2 Pd P2	K2PdP2	K2 Pd P2 and K2 Pt As2, two further compounds with a M P2 (As2)-chain-structure	Rozsa, S.;  Schuster, H.U.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1981) 36,  p1666-p1667
16187	P b a m	Y2 Re B6	ReY2B6	Crystal structure of Y2 Re B6 and its analogs	Kuz&#39;ma, Yu.B.;  Svarichevskaya, S.I.	Kristallografiya (1972) 17,  p658-p661
16248	P -3 m 1	Li2 Cu P	Cu3P	Ternaere Phasen des Lithiums mit Kupfer und Phosphor	Schlenger, H.;  Jacobs, H.;  Juza, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1971) 385,  p177-p201
16249	P -3 m 1	Li0.96 Cu1.88 P	Cu3P	Ternaere Phasen des Lithiums mit Kupfer und Phosphor	Schlenger, H.;  Jacobs, H.;  Juza, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1971) 385,  p177-p201
16410	P n m a	(Ti4.99 Cu.02) P3	Yb5Sb3	Crystal Structure Refinement of alpha-Ti5 P3	Carrillo Cabrera, W.;  Lundstroem, T.	Acta Chemica Scandinavica, Series A: (28,1974-) (1980) 34,  p415-p419
16483	P n m a	Co Mn P	TiNiSi-MgSrSi	Structure du phosphure de cobalt et de manganese	Fruchart, D.;  Bacmann, M.;  Chaudouet, P.	Acta Crystallographica B (24,1968-38,1982) (1980) 36,  p2759-p2761
16515	P 6/m m m	Y Ni4 B	CeCo4B	The Y Ni4 B compound in yttrium-nickel-boron system	Niihara, K.;  Katayama, Y.;  Yajima, S.	Chemistry Letters (1973) 1973,  p613-p614
2735	I m m m	Li1.67 Cu1.25 P2		Die Kristallstrukturen des Li Cu2 P2 und des Li1.75 Cu1.25 P2	Schlenger, H.;  Jacobs, H.	Acta Crystallographica B (24,1968-38,1982) (1972) 28,  p327-p327
2475	C m c m	Re Y3 B7	ReY3B7	Crystal structure of the compounds Y3 Re B7 and its analogues	Kuz&#39;ma, Yu.B.;  Mikhalenko, S.I.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Tekhnichni ta Matematichni Nauki (1976) 1976,  p1029-p1031
9794	P n n m	(Fe.5 Ni.5) Sb2	Marcasite-FeS2(oP6)	Compounds with the marcasite type crystal structure. XIII. structural and magnetic properties of Crt Fe1-t As2, Crt Fe1-t Sb2, Fe1-t Nit As2 and Fe1-t Nit Sb2	Kjekshus, A.;  Peterzens, P.G.;  Rakke, T.;  Andresen, A.F.	Acta Chemica Scandinavica, Series A: (28,1974-) (1979) 33,  p469-p480
14241	I -4	Fe2 Ni P	Ni3P	Die Kristallstruktur des meteoritischen Rhabdits (Fe Ni)3 P	Doenitz, F.D.	Zeitschrift fuer Kristallographie, Kristallgeometrie, Kristallphysik, Kristallchemie (-144,1977) (1970) 131,  p222-p236
20008	I m -3 m	Sm3 Ni6 Ga2	Ce3Ni6Si2	Crystal structure of R3 Ni6 Ga2 (R= Pr, Nd, Sm, Gd, Tb, Dy, Ho, Er, Tm, Y)	Yarmolyuk, Ya.P.;  Grin&#39;, Yu.;  Gladyshevskii, E.I.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Matematichni Ta Tekhnichni Nauki (1978) 40,  p759-p763
20078	P 42/n Z	Re1.44 Co1.56 B	Ti3P	The system rhenium - cobalt - boron	Chepiga, M.V.;  Kuz&#39;ma, Yu.B.	Izvestiya Akademii Nauk SSSR, Neorganicheskie Materialy (1973) 9,  p1688-p1696
20079	P n m a	Re Co B	TiNiSi-MgSrSi	The system rhenium - cobalt - boron	Chepiga, M.V.;  Kuz&#39;ma, Yu.B.	Izvestiya Akademii Nauk SSSR, Neorganicheskie Materialy (1973) 9,  p1688-p1696
20080	P 4/m b m	Re4.25 Co2.75 B4	Co2Re5B4	The system rhenium - cobalt - boron	Chepiga, M.V.;  Kuz&#39;ma, Yu.B.	Izvestiya Akademii Nauk SSSR, Neorganicheskie Materialy (1973) 9,  p1688-p1696
20395	P 63/m m c	Dy3 Ni7 B2	Dy3Ni7B2	The crystal structure of Dy3 Ni7 B2 compound and its analogues	Kuz&#39;ma, Yu.B.;  Chaban, N.F.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Matematichni Ta Tekhnichni Nauki (1980) 42,  p86-p89
20398	I 4/m c m	Er6 Ga1.43 Ni2.57	Rh2Y3	The ternary intermetallic compounds with Y3 Rh2 structure in the R-Ga-Ni systems (R= Dy, Ho, Er, Tm, Lu)	Gryn, Yu.N.;  Yarmolyuk, Ya.P.;  Gladyshevskii, E.I.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Matematichni Ta Tekhnichni Nauki (1980) 42,  p78-p83
20399	F m -3 m	Tm2 Ni21 B6	Carbide(tau)-Cr23C6	The new borides of the rare earth metals with the structure of the type W2 Cr21 C6	Chaban, N.F.;  Kuz&#39;ma, Yu.B.;  Kotovskaya, L.D.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Matematichni Ta Tekhnichni Nauki (1980) 42, (6) p87-p89
20497	P 4/m m m	La Ga6 Ni0.6		Crystal chemistry of series of inhomogeneous linear structures the crystal structure of La Ga6 Ni(1-X) and Ce Ga6 Ni(1-X)	Grin&#39;, Yu.;  Yarmolyuk, Ya.P.;  Rozhdestvenskaya, I.V.;  Gladyshevskii, E.I.	Kristallografiya (1982) 27,  p693-p696
20525	I 4/m m m	Ce2 Ga10 Ni	Ce2Ga10Ni	Crystal chemistry of series of inhomogeneous linear structures 3. The crystal structures of Ce2 Ga10 Ni and La2 Ca10 Ni	Yarmolyuk, Ya.P.;  Grin&#39;, Yu.;  Rozhdestvenskaya, I.V.;  Usov, O.A.;  Kuz&#39;min, A.M.;  Bruskov, V.A.;  Gladyshevskii, E.I.	Kristallografiya (1982) 27,  p999-p1001
20633	P n m a	Nb Ni P2	NbNiP2	The crystal structure of Nb Ni P2	Kotur, B.Ya.;  Lomnitskaya, Ya.F.;  Kuz&#39;ma, Yu.B.	Kristallografiya (1983) 28,  p590-p592
20663	P m m m	Pr3 Ga10 Ni	Ga10NiPr3	The crystal chemistry of a series of inhomogeneous linear structures: the crystal structure of the compounds R3 Ga10 Ni (R= Ce, Pr, Nd)	Grin&#39;, Yu.;  Yarmolyuk, Ya.P.;  Rozhdestvenskaya, I.V.	Kristallografiya (1983) 28,  p806-p808
20699	I 4/m m m	Ce4 Ga17.76 Ni1.24	Nd4Ni2Ga17	The crystal chemistry of series of inhomogeneous structure. The crystal structure of the compounds Ce4 Ga17 Ni2 and Nd4 Ga17 Ni2	Grin&#39;, Yu.;  Yarmolyuk, Ya.P.;  Usov, O.A.;  Kuz&#39;min, A.M.;  Bruskov, V.A.	Kristallografiya (1983) 28,  p1207-p1209
20700	P 4/m n c	Er4 Ni B13	Er4NiB13	The crystal structure of the boride Er4 Ni B13 and its analogs	Kuz&#39;ma, Yu.B.;  Chernyak, G.V.;  Aksel&#39;rud, L.G.;  Kotur, B.Ya.;  Chaban, N.F.	Kristallografiya (1983) 28,  p1210-p1212
20811	I 4/m m m	Ce (Mn0.257 Cu0.743)6	Al4Mo2Yb	Crystal structure of the compounds Tr (Mn, Cu)6 (Tr= Ce, Pr, Nd, Sm, Gd) and Tr (Mn, Ni)3 (Tr= Nd, Sm)	Kal&#39;ichak, Ya.M.;  Davydyuk, P.P.;  Bodak, O.I.	Kristallografiya (1984) 29,  p166-p167
20812	P 63/m m c	Sm (Mn0.47 Ni0.53)3	CeNi3	Crystal structure of the compounds Tr (Mn, Cu)6 (Tr= Ce, Pr, Nd, Sm, Gd) and Tr (Mn, Ni)3 (Tr= Nd, Sm)	Kal&#39;ichak, Ya.M.;  Davydyuk, P.P.;  Bodak, O.I.	Kristallografiya (1984) 29,  p166-p167
20825	P m m n Z	Mo2 Ni6 P3		A new compound Mo2 Ni6 P6 and its crystal structure	Orishchin, S.V.;  Kuz&#39;ma, Yu.B.	Kristallografiya (1980) 25,  p1066-p1068
23004	I 4/m m m	Ca Ni2 As2	ThCr2Si2	Zur Kenntnis der Verbindungen Ca Ni2 As2, Sr Ni2 As2 und Ca2.3 Ni11.7 As7	Mewis, A.;  Distler, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p391-p393
23005	I 4/m m m	Sr Ni2 As2	ThCr2Si2	Zur Kenntnis der Verbindungen Ca Ni2 As2, Sr Ni2 As2 und Ca2.3 Ni11.7 As7	Mewis, A.;  Distler, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p391-p393
23052	P -6	Mg2.5 Ni11.5 P7	Zr2Fe12P7	Neue ternaere Phosphor- und Arsenverbindungen mit Zr2 F12 P7-Struktur	Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p620-p625
23053	P -6	Ca2.1 Ni11.9 P7	Zr2Fe12P7	Meue ternaere Phosphor- und Arsenverbindungen mit Zr2 F12 P7-Struktur	Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p620-p625
23054	P -6	Ca2.3 Ni11.7 As7	Zr2Fe12P7	Neue ternaere Phosphor- und Arsenverbindungen mit Zr2 Fe12 P7-Struktur	Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p620-p625
23078	I -4 3 d	U3 Ni3 Sb4	Au3Sb4Y3	Crystal Structure of U3 Ni3 Sb4 and Related Compounds	Dwight, A.E.	Journal of Nuclear Materials (1979) 79,  p417-p417
23083	P n m a	Pd3 P.80 D.15	H.2P.8Pd3	A Neutron Diffraction Investigation of Deuterated Pd3 P.80	Andersson, Y.;  Rundqvist, S.;  Tellgren, R.;  Thomas, J.O.;  Flanagan, T.B.	Journal of Solid State Chemistry (1980) 32,  p321-p327
23246	P -3 m 1	Ti (Pt0.89 Ni0.11)3	(Pt,Ni)3Ti	The crystal structure of Ti (Pt0.89 Ni0.11)3	Sinha, A.K.	Acta Crystallographica B (24,1968-38,1982) (1969) 25,  p996-p997
23251	R -3 m H	Ca Cu3.8 P2	Cu4NaAs2	Darstellung und Struktur der Verbindung Ca Cu4 P2	Mewis, A.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p942-p945
23254	C m c m	Na2 Au As	AlCe	Na2 Au As, Na2 Au Sb, K2 Au Sb - drei neue A2 B X-Verbindungen mit B-X-Kettenstruktur	Mues, C.;  Schuster, H.U.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p1055-p1058
23255	C m c m	Na2 Au Sb	AlCe	Na2 Au As, Na2 Au Sb, K2 Au Sb - drei neue A2 B X-Verbindungen mit B-X-Kettenstruktur	Mues, C.;  Schuster, H.U.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p1055-p1058
23256	P 63/m m c	U2 Cu3 Al	Laves(2H)-MgZn2	The Crystal Structures of U2 Cu3 Al and U Cu Al2, and their Relationship with Some Other Phases in the System U-Cu-Al	Blazina, Z.;  Ban, Z.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p1162-p1165
23257	I 4/m m m	U Cu Al2	Al3Ti	The Crystal Structures of U2 Cu3 Al and U Cu Al2, and their Relationship with Some Other Phases in the System U-Cu-Al	Blazina, Z.;  Ban, Z.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1980) 35,  p1162-p1165
23360	P -6	Er2 Ni12 P7	Zr2Fe12P7	Neue Verbindungen mit Zr2 Fe12 P7-Struktur und Verfeinerung der Kristallstrukturen von Er2 Co12 P7 und Er2 Ni12 P7	Jeitschko, W.;  Jaberg, B.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1980) 467,  p95-p104
23940	P -6 2 m	K2 Re H9		X-Ray Determination of the Crystal Structure of Potassium Rhenium Hydride	Knox, K.;  Ginsberg, A.P.	Inorganic Chemistry (1964) 3,  p555-p558
24115	P n m a	Cu (N H3)2 (N3)2		The Crystal Structure of (Cu (N3)2 (N H3)2)	Agrell, I.	Acta Chemica Scandinavica (1-27,1973-42,1988) (1966) 20,  p1281-p1296
24365	P 63/m m c	Eu Ag As	ZrBeSi	A B X - Verbindungen mit modifizierter Ni2 In Struktur	Tomuschat, C.;  Schuster, H.U.	Zeitschrift fuer Naturforschung, Teil B. Anorganische Chemie, Organische Chemie (33,1978-41,1986) (1981) 36,  p1193-p1194
24409	F m -3 m	Mg2 Ni D4.14		Structural studies of the hydrogen storage material Mg2 Ni H4. 1. Cubic high-temperature structure	Yvon, K.;  Schefer, J.;  Stucki, F.	Inorganic Chemistry (1981) 20,  p2776-p2778
25518	C m m m	Mn2 Al B2	AlFe2B2	Ueber das ternaere Borid Mn2 Al B2	Becher, H.J.;  Krogmann, K.;  Peisker, E.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1966) 344,  p140-p147
26458	P 4/n m m S	Li Mn P	LiMnAs	Ternaere Verbindungen des Lithiums und Natriums mit Mangan und Elementen der 5. Hauptgruppe	Achenbach, G.;  Schuster, H.U.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1981) 475,  p9-p17
26459	P 4/n m m S	Li Mn As	LiMnAs	Ternaere Verbindungen des Lithiums und Natriums mit Mangan und Elementen der 5. Hauptgruope	Achenbach, G.;  Schuster, H.U.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1981) 475,  p9-p17
26460	P 4/n m m S	Na Mn P	PbClF/Cu2Sb	Ternaere Verbindungen des Lithiums und Natriums mit Mangan und Elementen der 5. Hauptgruppe	Achenbach, G.;  Schuster, H.U.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1981) 475,  p9-p17
26461	P 4/n m m S	Na Mn As	PbClF/Cu2Sb	Ternaere Verbindungen des Lithiums und Natriums mit Mangan und Elementen der 5. Hauptgruope	Achenbach, G.;  Schuster, H.U.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1981) 475,  p9-p17
26462	P 4/n m m S	Na Mn Sb	PbClF/Cu2Sb	Ternaere Verbindungen des Lithiums und Natriums mit Mangan und Elementen der 5. Hauptgruppe	Achenbach, G.;  Schuster, H.U.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1981) 475,  p9-p17
26899	P 1 21/c 1	Pd6 D0.0915 P		Neutron powder diffraction Investigation of pure and deuterated palladium phosphide Pd6 P	Andersson, I.;  Rundqvist, S.;  Tellgren, R.;  Thomas, J.O.;  Flanagan, T.B.	Acta Crystallographica B (24,1968-38,1982) (1981) 37,  p1965-p1972
26900	P 1 21/c 1	Pd6 D0.1415 P	Pd6PDx	Neutron powder diffraction Investigation of pure and deuterated palladium phosphide Pd6 P	Andersson, Y.;  Rundqvist, S.;  Tellgren, R.;  Thomas, J.O.;  Flanagan, T.B.	Acta Crystallographica B (24,1968-38,1982) (1981) 37,  p1965-p1972
26901	P 1 21/c 1	Pd6 D0.1755 P	Pd6PDx	Neutron powder diffraction Investigation of pure and deuterated palladium phosphide Pd6 P	Andersson, Y.;  Rundqvist, S.;  Tellgren, R.;  Thomas, J.O.;  Flanagan, T.B.	Acta Crystallographica B (24,1968-38,1982) (1981) 37,  p1965-p1972
26903	P 1 21/c 1	Pd6 D0.09 P		Neutron powder diffraction Investigation of pure and deuterated palladium phosphide Pd6 P	Andersson, Y.;  Rundqvist, S.;  Tellgren, R.;  Thomas, J.O.;  Flanagan, T.B.	Acta Crystallographica B (24,1968-38,1982) (1981) 37,  p1965-p1972
26904	P 1 21/c 1	Pd6 D0.1425 P	Pd6PDx	Neutron powder diffraction Investigation of pure and deuterated palladium phosphide Pd6 P	Andersson, Y.;  Rundqvist, S.;  Tellgren, R.;  Thomas, J.O.;  Flanagan, T.B.	Acta Crystallographica B (24,1968-38,1982) (1981) 37,  p1965-p1972
