642482	I 4/m m m	Lu Os2 Si2	ThCr2Si2	Magnetic properties and structural data of ternary silicides: (RE, Th, U) Os2 Si2 (RE= rare earth)	Hiebl, K.;  Horvath, C.;  Rogl, P.;  Sienko, M.J.	Solid State Communications (1983) 48, (3) p211-p215
642506	P n m a	Lu Pd2 Si	ErPd2Si	Structure of Y Pd2 Si, an ordered Fe3 C type	Moreau, J.M.;  le Roy, J.;  Paccard, D.	Acta Crystallographica B (24,1968-38,1982) (1982) 38,  p2446-p2448
642507	I 4/m m m	Lu Pd2 Si2	ThCr2Si2	High temperature behaviour of unstable Eu Pd2 Si2 and reference M Pd2 Si2 compounds (M= all rare earths and alkaline earths)	Palenzona, A.;  Cirafici, S.;  Canepa, F.	Journal of the Less-Common Metals (1987) 135,  p185-p194
642509	I 4/m m m	Lu Pd2 Si2	ThCr2Si2	Superconductivity in the ternary rare-earth (Y, La, and Lu) compounds R Pd2 Si2 and R Rh2 Si2	Palstra, T.T.M.;  Lu, G.;  Menovsky, A.A.;  Nieuwenhuys, G.J.;  Kes, P.H.;  Mydosh, J.A.	Physical Review, Serie 3. B - Condensed Matter (18,1978-) (1986) 34, (7) p4566-p4570
642510	P -6 2 m	Lu Pd Sn	ZrNiAl-Fe2P	Ho Pt Sn and other intermetallic compounds with the Fe2P-type structure	Dwight, A.E.;  Harper, W.C.;  Kimball, C.W.	Journal of the Less-Common Metals (1973) 30,  p1-p8
642534	P n m a	Lu Pt2 Si	ErPd2Si	Structure of Y Pd2 Si, an ordered Fe3 C type	Moreau, J.M.;  le Roy, J.;  Paccard, D.	Acta Crystallographica B (24,1968-38,1982) (1982) 38,  p2446-p2448
642536	P n m a	Lu Pt Si	TiNiSi-MgSrSi	Equiatomic ternary rare earth-transition metal silicides, germanides and gallides	Hovestreydt, E.;  Engel, N.;  Klepp, K.;  Chabot, B.;  Parthe, E.	Journal of the Less-Common Metals (1982) 85,  p247-p274
642537	I 4/m m m	Lu Pt2 Si2	ThCr2Si2	Magnetism and structural chemistry of ternary silicides:  (RE, Th, U) Pt2 Si2 (RE= rare earth)	Hiebl, K.;  Rogl, P.	Journal of Magnetism and Magnetic Materials (1985) 50,  p39-p48
642538	P -6 2 m	Lu Pt Sn	ZrNiAl-Fe2P	Ho Pt Sn and other intermetallic compounds with the Fe2P-type structure	Dwight, A.E.;  Harper, W.C.;  Kimball, C.W.	Journal of the Less-Common Metals (1973) 30,  p1-p8
642548	I 4/m m m	Lu Rh2 Si2	ThCr2Si2	Itinerant and local magnetism, superconductivity and mixed valency phenomena in R M2 Si2, (R= rare earth, M= Rh, Ru)	Felner, I.;  Nowik, I.	Journal of Physics and Chemistry of Solids (1984) 45, (4) p419-p426
642550	P 4/m b m	Lu5 Rh4 Si10	Co4Sc5Si10	Superconductivity and electronic instability at high pressure in Sc5 Co4 Si10 - type compounds	Yang, H.D.;  Shelton, R.N.;  Braun, H.F.	Physical Review, Serie 3. B - Condensed Matter (18,1978-) (1986) 33, (7) p5062-p5065
642551	I 4/m m m	Lu Rh2 Si2	ThCr2Si2	Local and itinerant magnetism and superconductivity in R Rh2 Si2 (R= rare earth)	Felner, I.;  Nowik, I.	Solid State Communications (1983) 47, (10) p831-p834
642552	P -6 2 m	Lu Rh Sn	InMg2	Ho Pt Sn and other intermetallic compounds with the Fe2P-type structure	Dwight, A.E.;  Harper, W.C.;  Kimball, C.W.	Journal of the Less-Common Metals (1973) 30,  p1-p8
642559	I 4/m m m	Lu Ru2 Si2	ThCr2Si2	Magnetic properties and structural chemistry of ternary silicides (RE, Th, U) Ru2 Si2 (RE= rare earth)	Hiebl, K.;  Horvath, C.;  Rogl, P.;  Sienko, M.J.	Journal of Magnetism and Magnetic Materials (1983) 37,  p287-p296
642706	P 6/m m m	Mg Ni6 Si6	Fe6Ge6Mg	Intermetallische Phasen mit B35- Ueberstruktur und Verwandtschaftsbeziehung zu Li Fe6 Ge6	Buchholz, W.;  Schuster, H.U.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1981) 482,  p40-p48
643132	P n m a	Mn Ni Si	TiNiSi-MgSrSi	Diffusionless orthorhombic to hexagonal transitions in ternary silicides and germanides	Johnson, V.	Inorganic Chemistry (1975) 14, (5) p1117-p1120
643133	F d -3 m S	Mn3 Ni2 Si	NiTi2	Magnetic structure of Mn3 Ni2 Si	Kolenda, M.;  Szytula, A.;  Leciejewicz, J.;  Pawlukojc, A.;  Ptasiewicz Bak, H.	Journal of Magnetism and Magnetic Materials (1990) 89,  p26-p28
643137	P 21 3	(Mn0.5 Ni0.5) Si	Fersilicite-FeSi	An investigation of the Me5 Si3 - Me Si region of the Mn-Fe-Si and related systems	Burger, K.O.;  Wittmann, A.;  Nowotny, H.	Monatshefte fuer Chemie (1962) 93,  p9-p14
643138	P n m a	(Mn0.2 Ni3.8) Si4	MnP	Die Kristallstruktur von Co3 Al3 Si4 und Co2 Al Si2 und der Aufbau einiger Monosilicidsysteme von Uebergangsmetallen	Burger, K.O.;  Wittmann, A.;  Nowotny, H.N.	Monatshefte fuer Chemie (1962) 93, (1) p9-p14
643141	F m -3 m	Mn6 Ni16 Si7	Mn23Th6	The Mn-Ni-Si system	Kuz&#39;ma, Yu.B.;  Gladyshevskii, E.I.;  Cherkashin, E.E.	Russian Journal of Inorganic Chemistry (1964) 9, (8) p1028-p1031
643142	R -3 H	Mn31.78 Ni5.22 Si16	Co5Cr2Mo3	The Mn-Ni-Si system	Kuz&#39;ma, Yu.B.;  Gladyshevskii, E.I.;  Cherkashin, E.E.	Russian Journal of Inorganic Chemistry (1964) 9, (8) p1028-p1031
643143	F m -3 m	Mn6 Ni16 Si7	Mn23Th6	New representatives of structures of Mg6Cu16Si7 and Th6Mn23 types	Gladyshevskii, E.I.;  Kripyakevich, P.I.;  Kuz&#39;ma, Yu.B.;  Teslyuk, M.Yu.	Soviet Physics, Crystallography (= Kristallografiya) (1961) 6,  p615-p616
643144	F d -3 m Z	Mn1.5 Ni1.05 Si0.45	NiTi2	Beta-manganese phases in ternary systems of transition elements with silicon, germanium, or tin	Bardos, D.I.;  Malik, R.K.;  Spiegel, F.X.;  Beck, P.A.	Transactions of the Metallurgical Society of Aime (1966) 236,  p40-p48
643152	F m -3 m	Mn Ni2 Sn	Heusler-AlCu2Mn	Site and probe dependence on hyperfine magnetic field in Heusler alloys X2 Mn Z (X= Ni, Cu, Rh, Pd, and Z= Ga, Ge, In, Sn, Pb)	Iha, S.;  Seyoum, H.M.;  Demarco, M.;  Julian, G.M.;  Stubbs, D.A.;  Blue, J.W.;  Silva, M.T.X.;  Vasquez, A.	Hyperfine Interactions (1983) 16,  p685-p688
643153	F m -3 m	Mn Ni2 Sn	Heusler-AlCu2Mn	Magneto-optical properties of metallic ferromagnetic materials	Buschow, K.H.J.;  van Engen, P.G.;  Jongebreur, R.	Journal of Magnetism and Magnetic Materials (1983) 38,  p1-p22
643156	F m -3 m	Mn Ni2 Sn	Heusler-AlCu2Mn	Magnetism of two new series of Heusler alloys: (Rh1-x Cox)2 Mn Sn and (Rh1-x Nix)2 Mn Sn	Uhl, E.	Journal of Magnetism and Magnetic Materials (1985) 49,  p101-p105
643157	F m -3 m	Mn Ni2 Sn	Heusler-AlCu2Mn	Effect of hydrostatic pressure on the Curie temperature of the Heusler alloys Ni2 Mn Z(Z = Al, Ga, In, Sn and Sb)	Kanomata, T.;  Shirakawa, K.;  Kaneko, T.	Journal of Magnetism and Magnetic Materials (1987) 65,  p76-p82
643158	F m -3 m	Mn Ni2 Sn	Heusler-AlCu2Mn	Spin-disorder resistivity in Ni2 Mn(Sn1-x Inx) Heusler alloys	Fraga, G.L.;  Kunzler, J.V.;  Brandao, D.E.	Journal of Physics and Chemistry of Solids (1985) 46, (9) p1071-p1075
643159	F m -3 m	Mn Ni2 Sn	Heusler-AlCu2Mn	The ferromagnetic and paramagnetic properties of heusler alloys (Ni1-x Cox)2 Mn Sn	Uhl, E.	Journal of Solid State Chemistry (1982) 43,  p354-p358
643161	F m -3 m	Mn Ni2 Sn	Heusler-AlCu2Mn	Magnetism in mixed Heusler alloys (Ni1 - x Cux)2 Mn Sn	Uhl, E.	Monatshefte fuer Chemie (1982) 113,  p275-p284
643163	P 63/m m c	(Mn0.2 Ni2.8) Sn	Ni3Sn	Martensitic and massive transformations and phase diagram in Ni3-x Mx Sn (M= Cu, Mn) alloys	Watanabe, Y.;  Murakumi, Y.;  Kachi, S.	Journal of the Japan Institut of Metals (see: Nihon Kinzoku Gakkai-Shi) (1981) 45,  p551-p558
643165	F m -3 m	Mn Ni2 Sn	Heusler-AlCu2Mn	Neutron diffraction study of the Ni2 Mn1-x Crx Sn system	Bazela-Wrobel, W.;  Szytula, A.	Physica Status Solidi A - Applications and Materials (1983) 76,  pK117-pK120
643290	F m -3 m	Mn Pb Rh2	Heusler-AlCu2Mn	Magneto-optical properties of metallic ferromagnetic materials	Buschow, K.H.J.;  van Engen, P.G.;  Jongebreur, R.	Journal of Magnetism and Magnetic Materials (1983) 38,  p1-p22
643322	P -6 2 m	(Mn0.5 Pd1.5) Si	ZrNiAl-Fe2P	Magnetic proprerties of intermetallic compounds Rh Mn Ge, Pd Mn Ge, Pd1.5 Mn0.5 Si, Pd1.5 Mn0.5 Ge and Rh Mn Si	Bazela, W.	Journal of the Less-Common Metals (1984) 100,  p341-p346
643324	F m -3 m	Mn Pd2 Sn	Heusler-AlCu2Mn	Site and probe dependence on hyperfine magnetic field in Heusler alloys X2 Mn Z (X= Ni, Cu, Rh, Pd, and Z= Ga, Ge, In, Sn, Pb)	Iha, S.;  Seyoum, H.M.;  Demarco, M.;  Julian, G.M.;  Stubbs, D.A.;  Blue, J.W.;  Silva, M.T.X.;  Vasquez, A.	Hyperfine Interactions (1983) 16,  p685-p688
643325	F m -3 m	Mn Pd2 Sn	Heusler-AlCu2Mn	Magnetic order in palladium-based Heusler alloys Part I: Pd2 Mn In1-x Snx and Pd2 Mn Sn1-x Sbx	Webster, P.J.;  Ramadan, M.R.I.	Journal of Magnetism and Magnetic Materials (1977) 5,  p51-p59
643327	F m -3 m	Mn Pd2 Sn	Heusler-AlCu2Mn	Effect of hydrostatic pressure on the Curie temperature of the Heusler alloys Au2 Mn Al and Pd2 Mn Z (Z = Sn and Sb)	Shirakawa, K.;  Kanomata, T.;  Kaneko, T.	Journal of Magnetism and Magnetic Materials (1987) 70,  p421-p422
643329	F -4 3 m	Mn Pd2 Sn	CuHg2Ti	Atomic and magnetic structure of the Heusler alloys Pd2 Mn Ge, Pd2 Mn Sn, Cu2 Mn In, and Co Mn Sb	Natera, M.G.;  Murthy, M.R.L.N.;  Begum, R.J.;  Satya Murthy, N.S.	Physica Status Solidi A - Applications and Materials (1970) 3,  p959-p964
643383	F -4 3 m	Mn Pt Sn	Heusler(alloy)-AlLiSi	Half-metallic ferromagnets: I. Structure and magnetic properties of Ni Mn Sb and related inter-metallic compounds	Otto, M.J.;  van Woerden, R.A.M.;  van der Valk, P.J.;  Wijngaard, J.;  van Bruggen, C.F.;  Haas, C.;  Buschow, K.H.J.	Journal of Physics: Condensed Matter (1989) 1,  p2341-p2350
643387	F -4 3 m	Mn Pt Sn	Heusler(alloy)-AlLiSi	Crystal structure, magnetic properties, and 57Fe Moessbauer effect of Pt Fe Sn	van Noort, H.M.;  de Mooij, D.B.;  Buschow, K.H.J.	Physica Status Solidi A - Applications and Materials (1984) 86,  p655-p662
643419	P n m a	Mn Rh Si	TiNiSi-MgSrSi	Magnetic properties of intermetallic compounds Rh Mn Ge, Pd Mn Ge, Pd1.5 Mn0.5 Si, Pd1.5 Mn0.5 Ge and Rh Mn Si	Bazela, W.	Journal of the Less-Common Metals (1984) 100,  p341-p346
643424	F m -3 m	Mn Rh2 Sn	Heusler-AlCu2Mn	Magnetism of two new series of Heusler alloys: (Rh1-x Cox)2 Mn Sn and (Rh1-x Nix)2 Mn Sn	Uhl, E.	Journal of Magnetism and Magnetic Materials (1985) 49,  p101-p105
643427	F m -3 m	Mn Rh2 Sn	Heusler-AlCu2Mn	Hyperfine fields at sp sites in the Heusler alloys Rh2 Mn Z (Z= Ge, Sn, Pb)	Jha, S.;  Seyoum, H.M.;  Julian, G.M.;  Dunlap, R.A.;  Vasquez, A.;  da Cunha, J.G.M.;  Ramos, S.M.M.	Physical Review, Serie 3. B - Condensed Matter (18,1978-) (1985) 32, (5) p3279-p3281
643428	F m -3 m	Mn Rh2 Sn	Heusler-AlCu2Mn	Structural instability in new magnetic Heusler compounds	Suits, J.C.	Solid State Communications (1976) 18,  p423-p425
644034	R -3 H	Mo31.7 Ni10.65 Si10.65	Co5Cr2Mo3	Compounds of the R-phase type in the Mo-Fe(Co,Ni)-Si(Ge) systems	Skolozdra, P.V.;  Yarmolyuk, Ya.P.;  Gladyshevskii, E.I.	Journal of Structural Chemistry (USSR) (= Zhurnal Strukturnoi Khimii) (1965) 6, (3) p454-p455
644035	P 63/m m c	Mo (Ni1.5 Si0.5)	Laves(2H)-MgZn2	Ternary Laves phases with transition elements and silicon	Bardos, D.I.;  Gupta, K.P.;  Beck, P.A.	Transactions of the Metallurgical Society of Aime (1961) 221,  p1087-p1088
644038	P 63/m m c	Mo2 Ni3 Si	Laves(2H)-MgZn2	Alloy chemistry of sigma (beta-U)-related phases. II. The characteristics of delta and other sigma-related phases in some Mo - Ni - X systems	Virkar, A.V.;  Raman, A.	Zeitschrift fuer Metallkunde (1969) 60,  p594-p600
644039	R -3 m H	Mo6.5 Ni5.2 Si1.3	Fe7W6	Alloy chemsitry of sigma (beta-U)-related phases. II. The characteristics of delta- and other sigma-related phases in some Mo-Ni-X systgems	Virkar, A.V.;  Raman, A.	Zeitschrift fuer Metallkunde (1969) 60,  p594-p600
644040	R -3 H	Mo26.32 Ni20.055 Si6.625	Co5Cr2Mo3	Alloy chemistry of sigma (ß-U)-related phases. II. The characteristics of delta and other sigma-related phases in some Mo-NiX systems	Virkar, A.V.;  Raman, A.	Zeitschrift fuer Metallkunde (1969) 60,  p594-p600
644041	I 4/m c m	(Mo4.6 Ni0.4) Si3	Mo5Si3	Alloy Chemistry of sigma (beta-U)-related phases. II. The characteristics of delta and other sigma-related phases in some Mo - Ni X systems	Virkar, A.V.;  Raman, A.	Zeitschrift fuer Metallkunde (1969) 60,  p594-p600
645100	I 4/m m m	Ni Nb Si1.75	Co4Ge7Zr4	Ternary compounds R X&#39; X in the systems Ti-V(Fe, Co, Ni)-Si and some related systems	Markiv, V.Ya.;  Gladyshevskii, E.I.;  Skolozdra, R.V.;  Kripyakevich, P.I.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Tekhnichni ta Matematichni Nauki (1967) 1967, (3) p266-p269
645101	P 63/m m c	(Nb0.9 Ni0.1) (Ni1.4 Si0.6)	Laves(2H)-MgZn2	Ternary niobium-nickel-silicon system	Gladyshevskii, E.I.;  Koshel&#39;, O.S.;  Skolozdra, R.V.	Inorganic Materials (1969) 5, (12) p1882-p1884
645102	I 4/m m m	Nb4.2 Ni2.8 Si7		The ternary niobium-nickel-silicon system	Gladyshevskii, E.I.;  Koshel&#39;, O.S.;  Skolozdra, R.V.	Inorganic Materials (1969) 5, (12) p1882-p1884
645103	P 63/m m c	(Nb0.8 Si0.2) Ni2	Laves(2H)-MgZn2	Metal-metalloid exchange in some Friauf - Laves phases containing two transition metals	Trojko, R.;  Blazina, Z.	Journal of the Less-Common Metals (1985) 106,  p293-p300
645104	P 63/m m c	(Nb0.9 Si0.1) Ni2	Laves(2H)-MgZn2	Structural investigations of the Nb1-x Six T2 and Nb1-x Alx T2 (Z = Cr, Mn, Fe, Co, Ni) systems	Blazina, Z.;  Trojko, R.	Journal of the Less-Common Metals (1986) 119,  p297-p305
645107	P n m a	Nb Ni Si	TiNiSi-MgSrSi	Neue E-Phasen	Ganglberger, E.;  Nowotny, H.;  Benesovsky, F.	Monatshefte fuer Chemie (1967) 98,  p95-p99
645108	F m -3 m	Nb6 Ni16 Si7	Mn23Th6	New representatives of structures of Mg6Cu16Si7 and Th6Mn23 types	Gladyshevskii, E.I.;  Kripyakevich, P.I.;  Kuz&#39;ma, Yu.B.;  Teslyuk, M.Yu.	Soviet Physics, Crystallography (= Kristallografiya) (1961) 6,  p615-p616
645109	F d -3 m Z	Ni Nb1.5 Si0.5	NiTi2	Crystal structure of compounds and phase equilibria in ternary systems of two transition metalls and silicon	Gladyshevskii, E.I.	Soviet powder metallurgy and metal ceramics (1962) 1,  p262-p265
645111	P 63/m m c	Nb (Ni1.5 Si0.5)	Laves(2H)-MgZn2	Ternary Laves phases with transition elements and silicon	Bardos, D.I.;  Gupta, K.P.;  Beck, P.A.	Transactions of the Metallurgical Society of Aime (1961) 221,  p1087-p1088
645112	F m -3 m	Nb6 Ni16 Si7	Mn23Th6	Ternary G and E silicides and germanides of transition elements	Spiegel, F.X.;  Bardos, D.I.;  Beck, P.A.	Transactions of the Metallurgical Society of Aime (1963) 227,  p575-p579
645114	I 4/m m m	Nb4 Ni4 Si7		V and E phases in ternary systems with transition metals and silicon or germanium	Jeitschko, W.;  Jordan, A.G.;  Beck, P.A.	Transactions of the Metallurgical Society of Aime (1969) 245,  p335-p339
645115	F m -3 m	Nb Ni2 Sn	Heusler-AlCu2Mn	Magnetic properties and magneto-optical spectroscopy of Heusler alloys based on transition metals and Sn	van Engen, P.G.;  Buschow, K.H.J.;  Erman, M.	Journal of Magnetism and Magnetic Materials (1983) 30,  p374-p382
645118	F m -3 m	Nb Ni2 Sn	Heusler-AlCu2Mn	Superconductivity in ternary Heusler intermetallic compounds	Wernick, J.H.;  Hull, G.W.;  Geballe, T.H.;  Bernardini, J.E.;  Waszczak, J.V.	Materials Letters (1983) 2, (2) p90-p92
645626	F m -3 c	Nd (Ni7 Si6)	NaZn13	Ternary compounds of the Na Zn13, type and related types in the systems (La, Ce, Pr, Nd, Sm, Eu, Gd) - Ni - Si and (La, Ce) - (Fe, Co) - Si	Bodak, O.I.;  Gladyshevskii, E.I.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Tekhnichni ta Matematichni Nauki (1969) 1969, (12) p1125-p1129
645627	I 41/a m d Z	Nd Ni9 Si2	BaCd11	Crystal structure of the compound Ce Ni8.6 Si2.4 and related compounds	Bodak, O.I.;  Gladyshevskii, E.I.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Tekhnichni ta Matematichni Nauki (1969) 1969, (5) p452-p455
645630	I 4/m m m	Nd Ni2 Si2	ThCr2Si2	Crystal structure of the compound Ce Ni2 S2 and isostructural compounds in related systems	Bodak, O.I.;  Gladyshevskii, E.I.;  Kripyakevich, P.I.	Inorganic Materials (1966) 2, (12) p1861-p1864
645631	P 6/m m m	(Nd5 Ni2 Si8)0.2	AlB2	Rare earth-iron(cobalt, nickel)-silicon compounds	Mayer, I.;  Tassa, M.	Journal of the Less-Common Metals (1969) 19,  p173-p177
645635	P 6/m m m	(Nd2 Ni Si3)0.5	AlB2	Structure types of ternary rare earth - Transition metal silicides of the Ln Mx Si2-x type	Mayer, I.;  Felner, I.	Journal of Solid State Chemistry (1973) 7,  p292-p296
645636	I 41/a m d Z	Nd Ni Si	ThSi2	Structure types of ternary rare earth-transition metal silicides of the Ln Mx Si2-x type	Mayer, I.;  Felner, I.	Journal of Solid State Chemistry (1973) 7,  p292-p296
645637	I 41/a m d Z	Nd (Ni0.25 Si1.75)	ThSi2	Structure types of ternary rare earth-transition metal silicides of the Ln Mx Si2-x type	Mayer, I.;  Felner, I.	Journal of Solid State Chemistry (1973) 7,  p292-p296
645640	P 63/m	Nd6 Ni2 Si3	Sm6Co2Si3/Co3Ho4	Crystal structures of Ce6 Ni2 Si3 and related compounds	Bodak, O.I.;  Gladyshevskii, E.I.;  Kharchenko, O.I.	Soviet Physics, Crystallography (= Kristallografiya) (1974) 19, (1) p45-p46
645641	C m c m	Nd Ni Si2	BaCuSn2-CeNi(1-x)Si2	Crystal structure of Ce Ni Si2 and related compounds	Bodak, O.P.;  Gladyshevskii, E.I.	Kristallografiya (1969) 14, (6) p990-p994
645642	P 63/m	Nd6 Ni2 Si3	Sm6Co2Si3/Co3Ho4	Crystal structure of Ce6 Ni2 Si3 and related compounds	Bodak, O.I.;  Gladyshevskii, E.I.;  Kharchenko, O.I.	Soviet Physics, Crystallography (= Kristallografiya) (1974) 19, (1) p45-p46
645643	P 6/m m m	(Nd3 Ni2 Si4)0.33	AlB2	Ferromagnetic rare-earth and diamagnetic iron sublattices in ternary R Fe0.67 Ge1.33 type compounds	Felner, I.;  Schieber, M.	Solid State Communications (1973) 13,  p457-p461
645644	I m -3 m	Nd3 Ni6 Si2	Ce3Ni6Si2	Die Kristallstruktur von Ce3 Ni6 Si2 und verwandten Verbindungen	Gladyshevskii, E.I.;  Krypyakevich, P.I.;  Bodak, O.I.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1966) 344,  p95-p101
645645	P 63/m m c	Nd Ni5 Sn	CeNi5Sn	Crystal structure and some physical properties of the compounds R Ni5 Sn	Skolozdra, R.V.;  Komarovs&#39;ka, L.P.	Dopovidi Akademii Nauk Ukrains&#39;koi RSR, Seriya A: Fiziko-Matematichni Ta Tekhnichni Nauki (1982) 44, (6) p80-p82
645647	I -4 c 2	Nd Ni4 Sn2	Au4KSn2	Structure and properties of R Ni4 Sn2, R = La, Ce, Pr, Nd, or Sm	Skolozdra, R.V.;  Yasnitskaya, I.V.;  Aksel&#39;rud, L.G.;  Komarovskaya, L.P.	Inorganic Materials (1988) 24, (1) p54-p57
645648	P n m a	Nd Ni Sn	TiNiSi-MgSrSi	Crystal structure of RE Ni Sn and RE Pd Sn (RE= rare earth) equiatomic compounds	Dwight, A.E.	Journal of the Less-Common Metals (1983) 93, (2) p411-p413
645650	C m c m	Nd2 Ni Sn4	BaCuSn2-CeNi(1-x)Si2	Nouveaux isotypes de CeNiSi2 dans les systemes R-M-X (R= La-Lu, M= metaux des groupes 7 A 11 et X= Ge, Sn). I Compositions et parametres cristallins	Francois, M.;  Venturini, G.;  Malaman, B.;  Roques, B.	Journal of the Less-Common Metals (1990) 160, (2) p197-p213
645651	I 4/m m m	Nd Ni2 Sn2	ThCr2Si2	Crystal structure and properties of R Ni2 Sn2 compounds	Skolozdra, R.V.;  Mandzyk, V.M.;  Gorelenko, Yu.K.;  Tkachuk, V.D.	Physics of Metals and Metallography (1981) 52, (5) p55-p59
645652	C m c m	Nd Ni Sn2	BaCuSn2-CeNi(1-x)Si2	Susceptibility and crystal structure of compounds R Ni1-x Sn2-y (R= La, Ce, Pr, Nd, Sm)	Skolozdra, R.V.;  Sadykov, S.A.;  Komarovskaya, L.P.;  Kubandikov, O.K.	Physics of Metals and Metallography (1988) 65, (3) p99-p103
645653	C m m m	Nd3 Ni2 Sn7	Ce3Ni2-xSn7-y	Properties of new stannides of rare-earth metals with the structure type La3 Co2 Sn7	Skolozdra, R.V.;  Yasnitskaya, I.V.;  Aksel&#39;rud, L.G.	Ukrains&#39;kii Fizichnii Zhurnal (Ukrainian Edition) (1987) 32, (5) p729-p732
645674	I 4 m m	Nd Os Si3	BaNiSn3	Aspects cristallochimiques et existence des siliciures ternaires M T Si3 de structure type Ba Ni Sn3 (M = Th, Y, Ln et T = Ru, Os, Co, Rh, Ir)	Wang, X.Z.;  Lloret, B.;  Ng, W.L.;  Chevalier, B.;  Etourneau, J.;  Hagenmuller, P.	Revue de Chimie Minerale (1985) 22,  p711-p721
645676	I 4/m m m	Nd Os2 Si2	ThCr2Si2	Magnetic properties and structural data of ternary silicides: (RE, Th, U)Os2 Si2 (RE= rare earth)	Hiebl, K.;  Horvath, C.;  Rogl, P.;  Sienko, M.J.	Solid State Communications (1983) 48, (3) p211-p215
645699	I 41/a c d S	Nd4 Rh6 Pb19	Dy5Co6Sn18	Nouveaux ternaires supraconducteurs dans les systemes M - M&#39; - X (M = Ca, Sr, Sc, Y, La - Lu ; M&#39; = Co, Rh, Ir ; X = Ge, Pb)	Venturini, G.;  Kamta, M.;  McRae, E.;  Mareche, J.F.;  Malaman, B.;  Roques, B.	Materials Research Bulletin (1986) 21,  p1203-p1208
645717	P n m a	Nd Pd2 Si	ErPd2Si	Structure of Y Pd2 Si, an ordered Fe3 C type	Moreau, J.M.;  le Roy, J.;  Paccard, D.	Acta Crystallographica B (24,1968-38,1982) (1982) 38,  p2446-p2448
645719	I 4/m m m	Nd Pd2 Si2	ThCr2Si2	High temperature behaviour of unstable Eu Pd2 Si2 and reference M Pd2 Si2 compounds (M= all rare earths and alkaline earths)	Palenzona, A.;  Cirafici, S.;  Canepa, F.	Journal of the Less-Common Metals (1987) 135,  p185-p194
645721	P n m a	Nd Pd Sn	TiNiSi-MgSrSi	Crystal structure of RE Ni Sn and RE Pd Sn (RE= rare earth) equiatomic compounds	Dwight, A.E.	Journal of the Less-Common Metals (1983) 93, (2) p411-p413
645722	C m c m	Nd Pd0.33 Sn2	BaCuSn2-CeNi(1-x)Si2	Nouveaux isotypes de CeNiSi2 dans les systemes R-M-X (R= La-Lu, M= metaux des groupes 7 A 11 et X= Ge, Sn). I Compositions et parametres cristallins	Francois, M.;  Venturini, G.;  Malaman, B.;  Roques, B.	Journal of the Less-Common Metals (1990) 160, (2) p197-p213
645745	I 41 m d	Nd Pt Si	LaPtSi	R Pt Si phases (R = La, Ce, Pr, Nd, Sm and Gd) with an ordered Th Si2 derivative structure	Klepp, K.;  Parthe, E.	Acta Crystallographica B (24,1968-38,1982) (1982) 38,  p1105-p1108
645746	P 4/n m m Z	Nd Pt2 Si2	Be2CaGe2	Etude cristallographique des siliciures ternaires de terres rares	Ballestracci, R.;  Astier, G.	Comptes Rendus Hebdomadaires des Seances de l&#39;Academie des Sciences, Serie B (1978) 286,  p109-p112
645749	I 4/m m m	Nd Pt2 Si2	ThCr2Si2	Magnetism and structural chemistry of ternary silicides:  (RE, Th, U) Pt2 Si2 (RE= rare earth)	Hiebl, K.;  Rogl, P.	Journal of Magnetism and Magnetic Materials (1985) 50,  p39-p48
645774	I m m a	Nd Rh3 Si2	ErRh3Si2	Er Rh3 Si2and isotypes with an orthorhombic deformation superstructure of the Ce Co3 B2 type	Cenzual, K.;  Chabot, B.;  Parthe, E.	Acta Crystallographica, Section C: Crystal Structure Communications (1988) 44,  p221-p226
645776	I 4/m m m	Nd Rh2 Si2	ThCr2Si2	Magnetic order in ternary compounds R Rh2 Si2 and R Ru2 Si2	Chevalier, B.;  Etourneau, J.;  Hagenmuller, P.;  Quezel, S.;  Rossat Mignod, J.	Journal of the Less-Common Metals (1985) 111,  p161-p169
645778	I 4 m m	Nd Rh Si3	BaNiSn3	Aspects cristallochimiques et existence des siliciures ternaires M T Si3 de structure type Ba Ni Sn3 (M = Th, Y, Ln et T = Ru, Os, Co, Rh, Ir)	Wang, X.Z.;  Lloret, B.;  Ng, W.L.;  Chevalier, B.;  Etourneau, J.;  Hagenmuller, P.	Revue de Chimie Minerale (1985) 22,  p711-p721
645780	I 4/m m m	Nd Rh2 Si2	ThCr2Si2	Local and itinerant magnetism and superconductivity in R Rh2 Si2 (R= rare earth)	Felner, I.;  Nowik, I.	Solid State Communications (1983) 47, (10) p831-p834
645781	P 63/m m c	Nd2 Rh Si3	Er2RhSi3	A new family of rare earth compounds. The ternary silicides RE2 Rh Si3 (RE = Y, La, Ce, Nd, Sm, Gd, Tb, Dy, Ho, Er). Crystal structure, electrical and magnetic properties	Chevalier, B.;  Lejay, P.;  Etourneau, J.;  Hagenmuller, P.	Solid State Communications (1984) 49, (8) p753-p760
